operating_name,first_category_vendor,First_Category,first_endorsements,first_issued,last_date_opname,last_ward_id,Count of ward_id,Years_Operation,last_latitude,last_longitude,    Average total income in 2020 among recipients ($),    Employed,    Median total income in 2020 among recipients ($),    Unemployed,  Average total income of one-person households in 2020 ($),  In the labour force,  Median total income of one-person households in 2020 ($),  Not in the labour force,Area (sq km),Meadian age,population between  15 and 19,Population over 20 and less than 54,Total - Population aged 15 years and over by Labour force status - 25% sample data,Total population,Unemployment rate
Dairy Bell,motorized refreshment vehicle owner,Desserts and Sweets,rv - motorized - ice cream;,1976-04-09 0:00,2023-07-09 0:00,11,4,47.25,43.6680462,-79.42076054,103900,55190,47200,8065,83700,63250,48800,30145,13.59728261167877,36.8,3490,60390,93395,102385,12.8
Captain Monkey,non-motorized refreshment vehicle owner,Beverages,rv - non-motor. (not propane/ice cream);,2017-07-13 0:00,2018-10-13 0:00,17,1,1.25,43.78040808,-79.34736257,50880,51425,37200,8630,60150,60060,48000,38375,24.42064193785486,40.4,5090,57315,98425,112590,14.4
Carne Cartel,non-motorized refreshment vehicle owner,American Cuisine,rv - trailer - propane heater;,2021-12-01 0:00,2023-03-01 0:00,8,1,1.25,43.716259,-79.42985201,88500,53845,44400,7510,67900,61360,46000,34350,22.66246048850679,41.2,7220,53335,95710,114820,12.2
Carob Services,motorized refreshment vehicle owner,,rv - motorized - propane heater;,1989-10-31 0:00,2003-06-02 0:00,1,1,13.67,43.74284258,-79.58466097,39760,47840,32400,9430,45000,57265,35200,39355,48.36547443546212,38,7085,56585,96620,115120,16.5
Carolina Ortiz,non-motorized refreshment vehicle owner,,rv - non-motorized - propane heater;,2008-10-01 0:00,2010-01-01 0:00,5,1,1.25,43.71349275,-79.48787286,43360,48010,34800,9385,42400,57395,32000,39810,24.97949625827872,40.4,6390,55685,97205,115675,16.4
Cashew And Clive Catering,non-motorized refreshment vehicle owner,American Cuisine,rv - trailer - electric;,2018-06-15 0:00,2019-09-15 0:00,10,1,1.25,43.6440582,-79.38672402,78400,91810,58400,9945,86200,101755,69000,24385,12.81255621364045,32.8,2195,103865,126130,135400,9.8
Che,motorized refreshment vehicle owner,American Cuisine,rv - motorized - propane heater;,2015-06-12 0:00,2017-08-04 0:00,11,1,2.17,43.65374348,-79.3982383,103900,55190,47200,8065,83700,63250,48800,30145,13.59728261167877,36.8,3490,60390,93395,102385,12.8
Chef Al,motorized refreshment vehicle owner,American Cuisine,rv - motorized - propane heater;,2018-04-11 0:00,2023-07-11 0:00,21,1,5.25,43.75133851,-79.30111804,41560,47210,33600,8815,45440,56030,37200,38565,28.205628137098813,40,6440,53680,94595,111560,15.7
Chef Fatma'S Kitchen,motorized refreshment vehicle owner,Other international food,rv - motorized - propane heater;,2024-01-11 0:00,2024-02-01 0:00,21,1,0.08,43.75309,-79.31188259,41560,47210,33600,8815,45440,56030,37200,38565,28.205628137098813,40,6440,53680,94595,111560,15.7
Chill Out,non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,1999-04-15 0:00,2010-07-16 0:00,14,1,11.25,43.68652393,-79.33668246,70800,52435,45200,7515,61200,59950,41600,28425,20.80286727365419,40.8,4200,54260,88370,104555,12.5
Chill Ville Refreshments,non-motorized refreshment vehicle owner,Beverages,rv - non-motorized - ice cream;,2013-07-09 0:00,2015-10-09 0:00,8,1,2.25,43.70773413,-79.44769529,88500,53845,44400,7510,67900,61360,46000,34350,22.66246048850679,41.2,7220,53335,95710,114820,12.2
Chimney Stax Baking Corp,motorized refreshment vehicle owner,Desserts and Sweets,rv - motorized - no heater;,2014-08-28 0:00,2017-11-28 0:00,12,1,3.25,43.69394591,-79.42253117,96000,61350,50000,7470,79200,68825,52400,31815,13.12169436260066,39.6,4485,61305,100635,114095,10.9
Chinese Gourmet Express,motorized refreshment vehicle owner,Asian Cuisine,rv - motorized - propane heater;,2019-05-17 0:00,2024-02-01 0:00,2,1,4.75,43.68716603,-79.55863592,69200,53450,44400,7830,64600,61275,51200,38625,37.349370192023244,45.2,6540,50130,99900,117200,12.8
Choco Churros,non-motorized refreshment vehicle owner,Other international food,rv - trailer - propane heater;,2012-11-20 0:00,2024-02-01 0:00,8,1,11.25,43.70500491,-79.44932879,88500,53845,44400,7510,67900,61360,46000,34350,22.66246048850679,41.2,7220,53335,95710,114820,12.2
Chow Mania,non-motorized refreshment vehicle owner,Indian Cuisine,rv - non-motorized - propane heater;,2018-05-24 0:00,2019-08-24 0:00,20,1,1.25,43.72512013,-79.23062686,49160,46020,35600,9005,46880,55025,35200,36945,28.13809805826185,40.8,6425,52250,91970,110095,16.4
Churrasqueira Carlos Martins,motorized refreshment vehicle owner,South American Cuisine,rv - motorized - propane heater;,2017-06-07 0:00,2018-09-07 0:00,5,1,1.25,43.68161881,-79.47451331,43360,48010,34800,9385,42400,57395,32000,39810,24.97949625827872,40.4,6390,55685,97205,115675,16.4
Churros By Rebozos,non-motorized refreshment vehicle owner,Mexican Cuisine,rv - non-motorized - propane heater;,2023-08-04 0:00,2024-02-01 0:00,9,1,0.5,43.68481349,-79.44962978,55550,54715,40400,8260,56350,62975,41200,28660,12.09534538559141,38.4,3895,60750,91630,104730,13.1
City Hot Dog,non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2019-05-23 0:00,2019-10-17 0:00,22,1,0.42,43.78155863,-79.30307906,41560,41315,31600,8125,45840,49440,33600,40950,21.39897455007252,45.2,4930,46270,90390,103690,16.4
Citypops,non-motorized refreshment vehicle owner,Desserts and Sweets,rv - non-motorized - ice cream;,2018-07-03 0:00,2020-11-03 0:00,10,1,2.33,43.6393446,-79.39297164,78400,91810,58400,9945,86200,101755,69000,24385,12.81255621364045,32.8,2195,103865,126130,135400,9.8
Cj'S On Wheels,non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2003-01-24 0:00,2003-03-31 0:00,5,1,0.17,43.67461905,-79.48348027,43360,48010,34800,9385,42400,57395,32000,39810,24.97949625827872,40.4,6390,55685,97205,115675,16.4
Classic Cone Inc,motorized refreshment vehicle owner,Desserts and Sweets,rv - motorized - ice cream;,2019-03-26 0:00,2024-02-01 0:00,5,1,4.92,43.6995726,-79.50988402,43360,48010,34800,9385,42400,57395,32000,39810,24.97949625827872,40.4,6390,55685,97205,115675,16.4
Coco And Cowe,non-motorized refreshment vehicle owner,Desserts and Sweets,rv - non-motorized - ice cream;,2014-10-31 0:00,2017-01-31 0:00,10,1,2.25,43.6435091,-79.40602729,78400,91810,58400,9945,86200,101755,69000,24385,12.81255621364045,32.8,2195,103865,126130,135400,9.8
Coco Bananaz,non-motorized refreshment vehicle owner,Specialty and Fusion,rv - non-motor. (not propane/ice cream);,2015-06-02 0:00,2017-09-02 0:00,4,1,2.25,43.66081818,-79.46429777,72800,54650,46800,8120,59200,62770,44800,26925,15.32836716725182,40,4680,56515,89700,104715,12.9
Coffee A Go Go,motorized refreshment vehicle owner,Beverages,rv - motorized - propane heater;,2005-01-20 0:00,2006-04-22 0:00,15,1,1.25,43.71593759,-79.36177294,113600,46200,47200,6345,83200,52550,54400,31175,30.29693944212094,41.2,6665,46355,83725,101025,12.1
Coffee Brake,motorized refreshment vehicle owner,Beverages,rv - motorized - no heater;,2021-06-01 0:00,2024-02-01 0:00,10,1,2.67,43.64101968,-79.4185548,78400,91810,58400,9945,86200,101755,69000,24385,12.81255621364045,32.8,2195,103865,126130,135400,9.8
Coffee Stop,non-motorized refreshment vehicle owner,Beverages,rv - trailer - natural gas heater;,2012-10-15 0:00,2015-06-14 0:00,13,1,2.67,43.66798481,-79.37557617,59750,63845,40400,11345,61250,75190,42800,32435,5.863021520776558,34.8,3445,78250,107625,116930,15.1
Communal Eats,motorized refreshment vehicle owner,Specialty and Fusion,rv - motorized - no heater;,2022-07-28 0:00,2024-02-01 0:00,20,1,1.58,43.72968298,-79.26381008,49160,46020,35600,9005,46880,55025,35200,36945,28.13809805826185,40.8,6425,52250,91970,110095,16.4
Coney Catch,motorized refreshment vehicle owner,,rv - motorized - propane heater;,2006-05-02 0:00,2008-08-02 0:00,16,1,2.25,43.72729181,-79.31308458,50680,40605,36400,7200,57400,47800,45200,31950,22.96489984859394,41.2,5225,44310,79750,94335,15.1
Cool Breeze Cones,motorized refreshment vehicle owner,Desserts and Sweets,rv - motorized - ice cream;,2013-07-15 0:00,2014-10-15 0:00,21,1,1.25,43.75133851,-79.30111804,41560,47210,33600,8815,45440,56030,37200,38565,28.205628137098813,40,6440,53680,94595,111560,15.7
Cool Breeze Ice Cream,motorized refreshment vehicle owner,Desserts and Sweets,rv - motorized - ice cream;,2016-06-20 0:00,2017-09-20 0:00,20,1,1.25,43.72512013,-79.23062686,49160,46020,35600,9005,46880,55025,35200,36945,28.13809805826185,40.8,6425,52250,91970,110095,16.4
Cool Chill,non-motorized refreshment vehicle owner,Desserts and Sweets,rv - non-motorized - ice cream;,2012-07-13 0:00,2013-10-13 0:00,5,1,1.25,43.69703199,-79.4870454,43360,48010,34800,9385,42400,57395,32000,39810,24.97949625827872,40.4,6390,55685,97205,115675,16.4
Cornonthecob.Ca,non-motorized refreshment vehicle owner,Mexican Cuisine,rv - non-motorized - propane heater;,2005-11-25 0:00,2007-02-25 0:00,22,1,1.25,43.78977399,-79.29023063,41560,41315,31600,8125,45840,49440,33600,40950,21.39897455007252,45.2,4930,46270,90390,103690,16.4
Corrado'S Authentic Italian Food,non-motorized refreshment vehicle owner,Italian Cuisine,rv - trailer - propane heater;,2013-02-20 0:00,2014-05-23 0:00,19,1,1.25,43.7064533,-79.30998497,69500,51100,44000,7910,56850,59010,41200,30810,16.803218951448542,41.2,5480,52970,89815,108500,13.4
Cositas Services,non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2012-06-21 0:00,2013-09-21 0:00,4,1,1.25,43.66081818,-79.46429777,72800,54650,46800,8120,59200,62770,44800,26925,15.32836716725182,40,4680,56515,89700,104715,12.9
Cosmo Clean,non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2001-06-21 0:00,2008-10-04 0:00,14,1,7.33,43.65832971,-79.34568472,70800,52435,45200,7515,61200,59950,41600,28425,20.80286727365419,40.8,4200,54260,88370,104555,12.5
Craig'S Cookies,motorized refreshment vehicle owner,Desserts and Sweets,rv - motorized - no heater;,2023-03-10 0:00,2024-02-01 0:00,14,1,0.92,43.660712,-79.3424058,70800,52435,45200,7515,61200,59950,41600,28425,20.80286727365419,40.8,4200,54260,88370,104555,12.5
Crepe Street,motorized refreshment vehicle owner,Desserts and Sweets,rv - motorized - propane heater;,2021-07-27 0:00,2022-10-25 0:00,5,1,1.25,43.6748498,-79.47978988,43360,48010,34800,9385,42400,57395,32000,39810,24.97949625827872,40.4,6390,55685,97205,115675,16.4
Crispy Craves,motorized refreshment vehicle owner,,rv - motorized - propane heater;,2017-03-15 0:00,2020-11-13 0:00,18,1,3.67,43.76805999,-79.40223247,55050,56595,36800,8240,63050,64830,47600,38860,19.76270392348029,39.2,5035,64180,103695,117130,12.7
Crossroads Diner,motorized refreshment vehicle owner,American Cuisine,rv - motorized - propane heater;,2012-11-30 0:00,2015-03-02 0:00,8,1,2.33,43.73672262,-79.40946982,88500,53845,44400,7510,67900,61360,46000,34350,22.66246048850679,41.2,7220,53335,95710,114820,12.2
Cuisine Machine,motorized refreshment vehicle owner,,rv - motorized - propane heater;,1994-07-28 0:00,2006-10-28 0:00,23,1,12.25,43.79411889,-79.26559072,38560,37745,30400,7740,47160,45490,35600,35445,30.43753122423298,42.8,4750,43235,80925,94025,17
Cupcorn,non-motorized refreshment vehicle owner,Specialty and Fusion,rv - non-motor. (not propane/ice cream);,2013-10-09 0:00,2016-08-22 0:00,7,1,2.83,43.76473712,-79.49352589,37240,43655,31400,9465,38760,53120,29200,39315,30.70157306,37.6,7175,54505,92430,111200,17.8
Curb Crave,motorized refreshment vehicle owner,American Cuisine,rv - motorized - propane heater;,2017-03-24 0:00,2020-11-03 0:00,21,1,3.67,43.76207286,-79.27094275,41560,47210,33600,8815,45440,56030,37200,38565,28.205628137098813,40,6440,53680,94595,111560,15.7
Curbalicious,motorized refreshment vehicle owner,American Cuisine,rv - motorized - propane heater;,2013-09-26 0:00,2016-11-16 0:00,1,1,3.17,43.75228718,-79.61369598,39760,47840,32400,9430,45000,57265,35200,39355,48.36547443546212,38,7085,56585,96620,115120,16.5
D And M Catering,motorized refreshment vehicle owner,American Cuisine,rv - motorized - propane heater;,2007-08-17 0:00,2024-02-01 0:00,25,1,16.5,43.7882678,-79.15692543,47840,44200,37200,7815,52200,52015,40800,34435,54.07847454192885,42,6105,45745,86445,101485,15
Dairy Ice Cream,motorized refreshment vehicle owner,Desserts and Sweets,rv - motorized - ice cream;,2001-04-01 0:00,2015-07-02 0:00,20,1,14.25,43.72968298,-79.26381008,49160,46020,35600,9005,46880,55025,35200,36945,28.13809805826185,40.8,6425,52250,91970,110095,16.4
Dairy King,motorized refreshment vehicle owner,Desserts and Sweets,rv - motorized - ice cream;,1976-04-08 0:00,2024-02-01 0:00,9,1,47.83,43.66482999,-79.43770318,55550,54715,40400,8260,56350,62975,41200,28660,12.09534538559141,38.4,3895,60750,91630,104730,13.1
Dairy Village Treats,motorized refreshment vehicle owner,Desserts and Sweets,rv - motorized - ice cream;,1994-06-29 0:00,2017-09-29 0:00,11,1,23.25,43.6680462,-79.42076054,103900,55190,47200,8065,83700,63250,48800,30145,13.59728261167877,36.8,3490,60390,93395,102385,12.8
Dang Smoke Bbq,motorized refreshment vehicle owner,American Cuisine,rv - motorized - propane heater;,2017-07-06 0:00,2024-02-01 0:00,12,1,6.58,43.7107287,-79.39146566,96000,61350,50000,7470,79200,68825,52400,31815,13.12169436260066,39.6,4485,61305,100635,114095,10.9
Deli' Campo,motorized refreshment vehicle owner,Other international food,rv - motorized - propane heater;,2013-08-30 0:00,2019-10-22 0:00,9,1,6.17,43.68806215,-79.45042016,55550,54715,40400,8260,56350,62975,41200,28660,12.09534538559141,38.4,3895,60750,91630,104730,13.1
Delicious Ice Cream,motorized refreshment vehicle owner,Desserts and Sweets,rv - motorized - ice cream;,2000-04-01 0:00,2021-08-30 0:00,5,1,21.33,43.70655695,-79.51742037,43360,48010,34800,9385,42400,57395,32000,39810,24.97949625827872,40.4,6390,55685,97205,115675,16.4
Delight Bite Inc,motorized refreshment vehicle owner,Mexican Cuisine,rv - motorized - propane heater;,2015-12-15 0:00,2024-02-01 0:00,18,1,8.17,43.7915072,-79.4035185,55050,56595,36800,8240,63050,64830,47600,38860,19.76270392348029,39.2,5035,64180,103695,117130,12.7
Delight Ice Cream,motorized refreshment vehicle owner,Desserts and Sweets,rv - motorized - ice cream;,2008-05-15 0:00,2009-06-08 0:00,25,1,1.08,43.80151389,-79.21084478,47840,44200,37200,7815,52200,52015,40800,34435,54.07847454192885,42,6105,45745,86445,101485,15
Derek. Yue Coffee,motorized refreshment vehicle owner,Beverages,rv - motorized - propane heater;,2004-09-28 0:00,2008-12-29 0:00,22,1,4.25,43.78155863,-79.30307906,41560,41315,31600,8125,45840,49440,33600,40950,21.39897455007252,45.2,4930,46270,90390,103690,16.4
Dim Sum On Wheels,motorized refreshment vehicle owner,Asian Cuisine,rv - motorized - propane heater;,2003-01-21 0:00,2003-03-31 0:00,13,1,0.17,43.66824618,-79.36817815,59750,63845,40400,11345,61250,75190,42800,32435,5.863021520776558,34.8,3445,78250,107625,116930,15.1
Dog And Cheese,motorized refreshment vehicle owner,American Cuisine,rv - motorized - propane heater;,2022-06-07 0:00,2024-02-01 0:00,18,1,1.67,43.79163278,-79.41017862,55050,56595,36800,8240,63050,64830,47600,38860,19.76270392348029,39.2,5035,64180,103695,117130,12.7
Doggylicious,non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2013-12-11 0:00,2015-03-13 0:00,15,1,1.25,43.70890315,-79.36614353,113600,46200,47200,6345,83200,52550,54400,31175,30.29693944212094,41.2,6665,46355,83725,101025,12.1
Dogs And More,non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2015-07-10 0:00,2016-10-10 0:00,14,1,1.25,43.68044855,-79.35324169,70800,52435,45200,7515,61200,59950,41600,28425,20.80286727365419,40.8,4200,54260,88370,104555,12.5
Dog'S King,non-motorized refreshment vehicle owner,American Cuisine,rv - non-motorized - propane heater;,2010-07-29 0:00,2015-10-06 0:00,14,1,5.25,43.6622075,-79.33036226,70800,52435,45200,7515,61200,59950,41600,28425,20.80286727365419,40.8,4200,54260,88370,104555,12.5
Don Juan'S,motorized refreshment vehicle owner,American Cuisine,rv - motorized - propane heater;,1984-07-26 0:00,2024-02-01 0:00,14,1,39.58,43.65832971,-79.34568472,70800,52435,45200,7515,61200,59950,41600,28425,20.80286727365419,40.8,4200,54260,88370,104555,12.5
Don Tito'S,motorized refreshment vehicle owner,Mexican Cuisine,rv - motorized - propane heater;,2019-12-06 0:00,2022-05-06 0:00,13,1,2.42,43.66964271,-79.38055469,59750,63845,40400,11345,61250,75190,42800,32435,5.863021520776558,34.8,3445,78250,107625,116930,15.1
Donkey Kone,motorized refreshment vehicle owner,Desserts and Sweets,rv - motorized - ice cream;,2005-04-22 0:00,2024-02-01 0:00,20,1,18.83,43.71676631,-79.29120477,49160,46020,35600,9005,46880,55025,35200,36945,28.13809805826185,40.8,6425,52250,91970,110095,16.4
Douel Trading Company,motorized refreshment vehicle owner,,rv - motorized - ice cream;,1994-07-14 0:00,2003-05-02 0:00,21,1,8.83,43.74664753,-79.23195384,41560,47210,33600,8815,45440,56030,37200,38565,28.205628137098813,40,6440,53680,94595,111560,15.7
D'Real Meal,motorized refreshment vehicle owner,,rv - motorized - propane heater;,2019-07-25 0:00,2020-11-03 0:00,5,1,1.33,43.69703199,-79.4870454,43360,48010,34800,9385,42400,57395,32000,39810,24.97949625827872,40.4,6390,55685,97205,115675,16.4
Dulahin Doubles,motorized refreshment vehicle owner,Other international food,rv - motorized - no heater;,2022-09-08 0:00,2023-12-07 0:00,16,1,1.25,43.72431984,-79.34293289,50680,40605,36400,7200,57400,47800,45200,31950,22.96489984859394,41.2,5225,44310,79750,94335,15.1
E And E Vending,non-motorized refreshment vehicle owner,Desserts and Sweets,rv - non-motorized - ice cream;,2002-08-09 0:00,2003-03-31 0:00,20,1,0.58,43.70888451,-79.29140979,49160,46020,35600,9005,46880,55025,35200,36945,28.13809805826185,40.8,6425,52250,91970,110095,16.4
E D Services,motorized refreshment vehicle owner,,rv - motorized - ice cream;,2007-05-03 0:00,2010-08-03 0:00,14,1,3.25,43.65832971,-79.34568472,70800,52435,45200,7515,61200,59950,41600,28425,20.80286727365419,40.8,4200,54260,88370,104555,12.5
Eats On East Desi Fusion Kitchen,non-motorized refreshment vehicle owner,Specialty and Fusion,rv - non-motor. (not propane/ice cream);,2021-06-17 0:00,2022-09-15 0:00,13,1,1.25,43.65143463,-79.37565849,59750,63845,40400,11345,61250,75190,42800,32435,5.863021520776558,34.8,3445,78250,107625,116930,15.1
El Bosco Catering,motorized refreshment vehicle owner,Mexican Cuisine,rv - motorized - propane heater;,2019-06-27 0:00,2021-11-25 0:00,13,1,2.42,43.65243529,-79.37683304,59750,63845,40400,11345,61250,75190,42800,32435,5.863021520776558,34.8,3445,78250,107625,116930,15.1
El Bronco,non-motorized refreshment vehicle owner,Mexican Cuisine,rv - trailer - propane heater;,2016-07-18 0:00,2018-10-18 0:00,5,1,2.25,43.70655695,-79.51742037,43360,48010,34800,9385,42400,57395,32000,39810,24.97949625827872,40.4,6390,55685,97205,115675,16.4
El Callejon Del Taco,motorized refreshment vehicle owner,Mexican Cuisine,rv - motorized - propane heater;,2017-06-30 0:00,2019-09-30 0:00,6,1,2.25,43.77800801,-79.45271734,50440,49825,36400,8200,51160,58030,37200,33770,35.36023323972172,41.6,5705,52725,91800,107355,14.1
Empress Coffee,non-motorized refreshment vehicle owner,Beverages,rv - trailer - electric;,2018-06-19 0:00,2019-09-19 0:00,15,1,1.25,43.71203179,-79.39128386,113600,46200,47200,6345,83200,52550,54400,31175,30.29693944212094,41.2,6665,46355,83725,101025,12.1
Eric'S Food Service,motorized refreshment vehicle owner,,rv - motorized - propane heater;,1995-11-03 0:00,2003-05-02 0:00,20,1,7.5,43.72968298,-79.26381008,49160,46020,35600,9005,46880,55025,35200,36945,28.13809805826185,40.8,6425,52250,91970,110095,16.4
